alarm_id,category,code,description,message,reaction,remedy,system
10652,NCK,10652,The gantry following axis has exceeded the warning limit specified in MD 37110 GANTRY_POS_TOL_WARNING.,Channel %1 axis %2 gantry warning threshold exceeded,Alarm display.,Please inform the authorized personnel/service department. 1. Check axis (uneven mechanical movement?) 2. MD not set correctly (MD 37110 GANTRY_POS_TOL_WARNING). Changes to this MD take effect after a RESET.,Siemens 840D
10653,NCK,10653,The gantry following axis has exceeded the error limit (actual value tolerance) specified in MD 37120 GANTRY_POS_TOL_ERROR.,Channel %1 axis %2 gantry error threshold exceeded,NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,"Please inform the authorized personnel/service department. 1. Check axis (uneven mechanical movement?) 2. MD not set correctly (MD 37120 GANTRY_POS_TOL_ERROR). A POWER ON is necessary after modifying the MD. If the axes are not yet referenced, MD GANTRY_POS_TOL_REF is the trigger condition for the error message.",Siemens 840D
10654,NCK,10654,"The alarm message appears when the axes are ready for synchronization. The gantry grouping can now be synchronized. The actual value difference between the master and slave axes is greater than the gantry warning limit MD 37110 $MA_GANTRY_POS_TOL_WARNING. The synchronization must be started explicitly with the NC/PLC interface signal DB31, ... DBX29.4 (Start gantry synchronization).",Channel %1 waiting for synchronization start of gantry group %2,Alarm display.,"Please inform the authorized personnel/service department. See Function Manual, Special Functions, Gantry Axes (G1)",Siemens 840D
10655,NCK,10655,No further explanation.,Channel %1 synchronization of gantry group %2 in progress,Alarm display.,--,Siemens 840D
10656,NCK,10656,"The indicated gantry slave axis is dynamically overloaded, i.e. the slave axis cannot follow the master axis dynamically",Channel %1 axis %2 gantry slave axis dynamically overloaded,Mode group not ready. Local alarm reaction. Channel not ready. Interface signals are set. Alarm display.,Please inform the authorized personnel/service department. Compare the axial machine data of the gantry slave axis with the data of the gantry master axis,Siemens 840D
10657,NCK,10657,Gantry error limit exceeded status (alarm 10653) has been switched off. The error can only be removed by deleting MD GANTRY_ACT_POS_TOL_ERROR or by deactivating the extended monitoring (MD GANTRY_FUNCTION_MASK Bit0).,Channel %1 axis %2 power OFF in the gantry error limit exceeded status,NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,"Please inform authorized personnel / the service department. 1. Remove a mechanical misalignment 2. Check axis (uneven mechanical movement?) 3. Delete MD GANTRY_ACT_POS_TOL_ERROR or deactivate the extended monitoring 4. MD 37120 GANTRY_POS_TOL_ERROR is set incorrectly If the MD is changed, a power ON will be required.",Siemens 840D
10658,NCK,10658,"Error ID and gantry unit - 30XX => Gantry group cannot be closed, as not all gantry axes are in one channel. - 40XX => Gantry group cannot be closed, as the gantry axes have different axis states, for example the axis is assigned to the PLC. - 50XX => Gantry group is to change channel due to a PLC request, not all gantry axes are known in the new channel. - 60XX => Gantry group is to be transferred to the channel due to an NC program request, but the channel does not know all the gantry axes.",Channel %1 axis %2 impermissible axis status %3.,"NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm. NCK alarms 01/2008 Overview of Alarms 2-97 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","Error ID: - 30XX => assign all gantry axes to the current channel, for example via axis change. - 40XX => set all axes of the gantry group to the same axis state, for example assign all axes to the NC program, or assign all axes to the PLC. - 50XX => make all gantry axes known to the required channel. - 60XX => make all gantry axes known to the required channel. :end",Siemens 840D
10700,NCK,10700,The workpiece-related NCK protection zone has been violated. Note that another tool-related protection zone is still active. The workpiece-related protected area can be traversed after a new NC Start.,Channel %1 block %2 NCK protection zone %3 violated during automatic,Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm.,Protection zone can be traversed after a new NC Start.,Siemens 840D
10701,NCK,10701,The workpiece-related channel-specific protection zone has been violated. Note that another toolrelated protection zone is still active. The workpiece-related protected area can be traversed after a new NC Start.,Channel %1 block %2 channel-specific protection zone %3 violated,Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm.,Protection zone can be traversed after a new NC Start.,Siemens 840D
10702,NCK,10702,The workpiece-related NCK protection zone has been violated. Note that another tool-related protection zone is still active. The workpiece-related protected area can be traversed after a new NC Start.,Channel %1 NCK protection zone %2 violated during manual mode,Local alarm reaction. Interface signals are set. Alarm display.,Protection zone can be traversed after a new NC Start.,Siemens 840D
10703,NCK,10703,The workpiece-related channel-specific protection zone has been violated. Note that another toolrelated protection zone is still active. The workpiece-related protected area can be traversed after a new NC Start.,Channel %1 channel-specific protection zone %2 violated during manual,Local alarm reaction. Interface signals are set. Alarm display.,Protection zone can be traversed after a new NC Start.,Siemens 840D
10704,NCK,10704,New movements of a geometry axis which have been added could not be allowed for at the time of block preparation. It is therefore not certain that the protection zones will not be violated. This is just a warning message without further reactions.,Channel %1 block %2 protection zone monitoring is not guaranteed,Interface signals are set. Alarm display.,"Take other measures to ensure that the geomotry axes motion, including the additional motion, does not violate the protection zones. (The warning comes nevertheless) or exclude additional motions.",Siemens 840D
10706,NCK,10706,The workpiece-related NCK protection zone has been reached with the specified axis. Note that another tool-related protection zone is still active. The workpiece-related protection zone can be traversed when the PLC has issued an enable signal.,Channel %1 NCK protection zone %2 reached with axis %3 during,Local alarm reaction. Interface signals are set. Alarm display.,Please inform the authorized personnel/service department. Protection zone can be traversed after enable signal from PLC.,Siemens 840D
10707,NCK,10707,The workpiece-related channel-specific protection zone has been reached with the specified axis. Note that another tool-related protection zone is still active. The workpiece-related protection zone can be traversed when the PLC has issued an enable signal.,Channel %1 channel-specific protection zone %2 reached with axis %3,Local alarm reaction. Interface signals are set. Alarm display.,Please inform the authorized personnel/service department. Protection zone can be traversed after enable signal from PLC.,Siemens 840D
10710,NCK,10710,Centerless grinding is active and a block has been processed that satisfies at least one of the following conditions: - G96 active and regulating spindle is master spindle. - Regulating spindle is in interdependent grouping. - Axes of centerless transformation overlap with an active transformation and a tool is active. - Constant wheel peripheral speed for the regulating spindle is active.,Channel %1 block %2 conflict with centerless grinding,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,Modify program.,Siemens 840D
10720,NCK,10720,"The path programmed for the axis violates the currently valid software limit switch. The alarm is activated when preparing the part program block. If bit 11=0 in the machine data $MN_ENABLE_ALARM_MASK, this alarm is issued instead of alarm 10722. If bit 11 is set in the machine data $MN_ENABLE_ALARM_MASK, an expanded diagnostics option is offered for the software limit switch violation. The condition for activation is the presence of the ALUN* alarm file in the HMI.",Channel %1 block %3 axis %2 software limit switch %4,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display.,"Check and correct positions in the NC program. Please inform the authorized personnel/service department. Check machine data: 36100 POS_LIMIT_MINUS / 36120 POS_LIMIT_MINUS2 and 36110 POS_LIMIT_PLUS / 36130 POS_LIMIT_PLUS2 for the software limit switches. Check the axis-specific interface signals: DB31, ... DBX12.3 / 12.2 (2nd software limit switch plus/minus) to see whether the 2nd software limit switch is selected. Check the currently active work offsets via the current frame. Work offsets, ove",Siemens 840D
10721,NCK,10721,"The motion planned for the axis violates the currently valid software limit switch. The alarm is activated during the preparation of approach or rest blocks for REPOS. This alarm is issued instead of alarm 10723 if bit11=0 in machine data $MN_ENABLE_ALARM_MASK. If bit11 is set in this machine data $MN_ENABLE_ALARM_MASK, an expanded diagnostics option is offered for the software limit switch violation. The condition for activation is the presence of the ALUN* alarm file in the HMI. See also the ",Channel %1 block %3 axis %2 software limit switch %4,"Local alarm reaction. Interface signals are set. Alarm display. Overview of Alarms 01/2008 NCK alarms 2-100 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","Determine the cause of the offset from the initial or target position. The REPOS command is executed at the end of an ASUB or system ASUB. See also cross reference from ASUBs. Check the axis-specific NC/PLC interface signals DB31, ... DBX12.3 / 12.2 (2nd software limit switch plus/minus) to see whether the 2nd software limit switch is selected. Check the currently active work offset via the current frame. Also check the external work offsets, overlaid movements ($AA_OFF), DRF and transformation ",Siemens 840D
10722,NCK,10722,The path programmed for the axis violates the currently valid software limit switch. The alarm is activated when preparing the part program block. This alarm is issued instead of alarm 10720 if bit 11=1 in the machine data $MN_ENABLE_ALARM_MASK. Alarm 10722 offers an expanded diagnostics option for the software limit switch violation. The condition for activation is the presence of the ALUN* alarm file in the HMI. See also diagnostics guide for alarm 10720.,"Channel %1 block %5 axis %2 software limit switch %6 violated, residual",Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display.,"Check and correct positions in the NC program. Please inform the authorized personnel/service department. Machine data: 36100 POS_LIMIT_MINUS/36120 POS_LIMIT_MINUS2 and 36110 POS_LIMIT_PLUS/36130 POS_LIMIT_PLUS2 must be checked for the software limit switches. Check the axis-specific interface signals: DB31, ... DBX12.3 / 12.2 (2nd software limit switch plus/minus) to see whether the 2nd software limit switch is selected. Check currently active work offsets via the current frame. Work offsets, o",Siemens 840D
10723,NCK,10723,The motion planned for the axis violates the currently active software limit switch. The alarm is activated during the preparation of approach or rest blocks for REPOS. This alarm is issued instead of alarm 10721 if bit11=1 in machine data $MN_ENABLE_ALARM_MASK. Alarm 10723 offers an expanded diagnostics option for the software limit switch violation. The condition for activation is the presence of the ALUN* alarm file in the HMI. See also the Diagnostics Guide for alarm 10721.,"Channel %1 block %5 axis %2 software limit switch %6 violated, residual","Local alarm reaction. Interface signals are set. Alarm display. NCK alarms 01/2008 Overview of Alarms 2-101 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","Determine the cause of the offset from the initial or target position. The REPOS command is executed at the end of an ASUB or system ASUB. See also cross reference from ASUBs. Please inform the authorized personnel/service department. Check the machine data: 36100 POS_LIMIT_MINUS / 36120 POS_LIMIT_MINUS2 and 36110 POS_LIMIT_PLUS / 36130 POS_LIMIT_PLUS2 for the software limit switches. Check the axis-specific interface signals DB31, ... DBX12.3 / 12.2 (2nd software limit switch plus/minus) to see",Siemens 840D
10730,NCK,10730,"This alarm is generated if it is determined during block preparation that the programmed path of the axis violates the working area limitation. If bit 11=0 in machine data $MN_ENABLE_ALARM_MASK, this alarm is issued instead of alarm 10732. If bit 11 is set in machine data $MN_ENABLE_ALARM_MASK, an expanded diagnostics option is offered for the software limit switch violation. The condition for activation is the presence of the ALUN* alarm file in the HMI.",Channel %1 block %3 axis %2 working area limitation %4,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display.,"a) Check NC program for correct positional data and, if necessary, make corrections. b) Check zero offsets (current frame) c) Correct working area limitation via G25/G26, or d) Correct working area limitation via setting data, or e) Deactivate working area limitation via setting data 43410 WORKAREA_MINUS_ENABLE=FALSE",Siemens 840D
10731,NCK,10731,The motion planned for the axis violates the currently active working area limit. The alarm is activated during the preparation of approach or rest blocks for REPOS. This alarm is issued instead of alarm10733 if bit11 is not set in machine data $MN_ENABLE_ALARM_MASK.,Channel %1 block %3 axis %2 working area limitation %4,Local alarm reaction. Interface signals are set. Alarm display.,"Determine the cause of the offset from the initial or target position. The REPOS command is executed at the end of an ASUB or system ASUB. See also cross reference from ASUBs. Check the currently active work offset via the current frame. Also check the external work offsets, overlaid movements ($AA_OFF), DRF and transformation components. Cancel NC program with NC reset.",Siemens 840D
10732,NCK,10732,This alarm is generated if it is determined during block preparation that the programmed path of the stated axis violates the working area limitation. This alarm is issued instead of alarm 10730 if bit 11=1 in machine data $MN_ENABLE_ALARM_MASK. Alarm 10732 offers an expanded diagnostics option for the working area limitation violation. The condition for activation is the presence of the ALUN* alarm file in the HMI.,"Channel %1 block %5 axis %2 working area limitation violated, residual",Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display.,"a) Check NC program for correct positional data and, if necessary, make corrections. b) Check zero offsets (current frame) c) Correct working area limitation via G25/G26, or d) Correct working area limitation via setting data, or e) Deactivate working area limitation via setting data 43410 WORKAREA_MINUS_ENABLE=FALSE",Siemens 840D
10733,NCK,10733,The motion planned for the axis violates the currently active working area limitation. The alarm is activated during the preparation of approach or rest blocks for REPOS. This alarm is issued instead of alarm 10731 if bit11=1 in machine data $MN_ENABLE_ALARM_MASK. Alarm 10733 offers an expanded diagnostics option for the working area limitation violation. The condition for activation is the presence of the ALUN* alarm file in the HMI.,"Channel %1 block %5 axis %2 working area limitation violated, residual",Local alarm reaction. Interface signals are set. Alarm display.,"Determine the cause of the offset from the initial or target position. The REPOS command is executed at the end of an ASUB or system ASUB. See also cross reference from ASUBs. Check the currently active work offset via the current frame. Also check the external work offsets, overlaid movements ($AA_OFF), DRF and transformation components. Cancel NC program with NC reset.",Siemens 840D
10735,NCK,10735,This alarm is generated if it is determined during block preparation that the programmed path of the stated axis violates the coordinate system-specific working area limitation.,Channel %1 block %5 axis %2 coordinate system-specific working area,"Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NCK alarms 01/2008 Overview of Alarms 2-103 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","a) Check NC program for correct positional data and, if necessary, make corrections. b) Check work offsets (current frame) c) Correct the working area limitation with WALCS1 ... WALCS9, or d) Correct the working area limitation in $P_WORKAREA_CS_LIMIT_PLUS or $P_WORKAREA_CS_LIMIT_MINUS, or e) Deactivate the working area limitation with $P_WORKAREA_CS_MINUS_ENABLE =FALSE or $P_WORKAREA_CS_PLUS_ENABLE. In cases d) and e), then reactivate the group of the selected coordinate system-specific working",Siemens 840D
10736,NCK,10736,This alarm is generated if it is determined during block preparation that the programmed path of the stated axis violates the coordinate system-specific working area limitation. The alarm is activated during the preparation of approach or residual blocks for REPOS.,Channel %1 block %5 axis %2 coordinate system-specific working area,Local alarm reaction. Interface signals are set. Alarm display.,"Determine the cause of the offset from the initial or target position. The REPOS command is executed at the end of an ASUB or system ASUB. See also cross reference from ASUBs. Check the currently active work offset via the current frame. Also check the external work offsets, overlaid movements ($AA_OFF), DRF and transformation components. Cancel NC program with NC reset.",Siemens 840D
10740,NCK,10740,It is not allowed to program more blocks than specified by machine data MC_WAB_MAXNUM_DUMMY_BLOCKS between the WAB block and the block determining the approach and retraction tangent.,Channel %1 block %2 too many empty blocks in WAB programming,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program.,Siemens 840D
10741,NCK,10741,A safety distance which has been programmed is located perpendicular to the machining plane and not between the start and end point of the WAB contour.,Channel %1 block %2 direction reversal with WAB infeed motion,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program.,Siemens 840D
10742,NCK,10742,"Possible causes: - In a WAB block, the parameter DISR has not been specified or its value is less than or equal to 0. - During approach or retraction with circle and active tool radius, the radius of the internally generated - WAB contour is negative. The internally generated WAB contour is a circle with a radius which, when offset with the current offset radius (sum of tool radius and offset value OFFN), yields the tool center point path with the programmed radius DISR.",Channel %1 block %2 WAB distance invalid or not programmed,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program.,Siemens 840D
10743,NCK,10743,An attempt has been made to activate a WAB motion before a previously activated WAB motion was terminated.,Channel %1 block %2 WAB programmed several times,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program.,Siemens 840D
10744,NCK,10744,"The tangent direction for smooth approach or retraction is not defined. Possible causes: - In the program, no block with travel information follows the approach block. - Before a retraction block, no block with travel information has been programmed in a program. - The tangent to be used for WAB motion is vertical to the current machining plane.",Channel %1 block %2 no valid WAB direction defined,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program.,Siemens 840D
10745,NCK,10745,"In the WAB block and in the following block, the position has been programmed perpendicular to the machining direction. In the WAB block, no position has been indicated in the machining plane.",Channel %1 block %2 WAB end position not clear,"Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end. NCK alarms 01/2008 Overview of Alarms 2-105 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","Modify part program. Either remove the position data for the infeed axis from the WAB block or the following block, or program a position in the machining plane in the WAB block as well.",Siemens 840D
10746,NCK,10746,A preprocessing stop has been inserted between an SAR approach block and the following block defining the tangent direction or between an SAR retraction block and the following block defining the end position.,Channel %1 block %2 block search stop for WAB,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program.,Siemens 840D
10747,NCK,10747,"In a WAB retraction block with quarter circle or semi-circle (G248 or G348), the end point in the machining plane was not programmed, and either G143 or G140 without tool radius compensation is active.",Channel %1 block %2 retraction direction not defined for WAB,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,"Modify part program. The following changes are possible: - Indicate end point in the machining plane in the WAB block. - Activate tool radius compensation (effective for G140 only, not for G143). - State retraction side explicitly with G141 or G142. - Perform retraction with a straight line instead of a circle.",Siemens 840D
10748,NCK,10748,By means of DISRP a position of the retraction plane has been programmed which is not situated between the safety distance (DISCL) and the starting point (during approach) and/or end point (during retraction) of the WAB movement.,Channel %1 block %2 illegal retract plane with WAB,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program,Siemens 840D
10750,NCK,10750,A tool T... must be selected so that the control can make allowance for the associated compensation values. A correction data block (D1) containing the correction values (parameter P1 - P25) is automatically assigned to each tool (T number). Up to 9 correction data blocks can be assigned to a tool by specifying the required data block with the D number (D1 - D9). The cutter radius compensation (CRC) is allowed for if function G41 or G42 is programmed. The correction values are contained in par,Channel %1 block %2 tool radius compensation activated without tool,Correction block is reorganized. Interpreter stop Local alarm reaction. Interface signals are set. Alarm display.,"Before calling the CRC with G41/G42, program a tool number under the address T...",Siemens 840D
10751,NCK,10751,"The ""Bottleneck detection"" (calculation of intersection for the following compensated traversing blocks) has not been able to calculate a point of intersection for the reviewed number of traversing blocks. It is therefore possible that one of the equidistant paths violates the workpiece contour.",Channel %1 block %2 danger of collision due to tool radius,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,"Please inform the authorized personnel/service department. Check the part program and, if possible, modify the programming so that inside corners with smaller paths than the correction value are avoided. (Outside corners are not critical because the equidistants are lengthened or intermediate blocks are inserted, so that there is always a point of intersection). Increase the number of reviewed traversing blocks via machine data MD20240 $MC_CUTCOM_MAXNUM_CHECK_BLOCKS (default: 3), this increases ",Siemens 840D
10752,NCK,10752,"The cutter radius compensation must buffer a variable number of intermediate blocks in order to enable calculation of the equidistant tool path for each NC block. The size of the buffer cannot be determined by simple means. It depends on the number of blocks without traversing information in the compensation plane, the number of contour elements to be inserted and the shape of the curvature in spline and polynomial interpolation. The size of the buffer is fixed by the system and cannot be change",Channel %1 block %2 overflow of local block buffer with tool radius,"Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end. NCK alarms 01/2008 Overview of Alarms 2-107 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008",Please inform the authorized personnel/service department. Reduce the size of the buffer that has been assigned by modifying the NC program. - By avoiding: - Blocks without traversing information in the compensation plane - Blocks with contour elements having a variable curvature (e.g. ellipses) and with curvature radii that are smaller than the compensation radius. (Such blocks are divided up into several subblocks). - Reduce the number of reviewed blocks for collision monitoring (MD20240 $MC_C,Siemens 840D
10753,NCK,10753,"Selection of cutter radius compensation with G41/G42 may only be performed in blocks where the G function G00 (rapid traverse) or G01 (feed) is active. In the block with G41/G42, at least one axis in the plane G17 to G19 must be written. It is always advisable to write both axes because, as a rule, both axes are traversed when selecting the compensation.",Channel %1 block %2 selection of the tool radius compensation only,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Correct the NC program and put the compensation selection in a block with linear interpolation.,Siemens 840D
10754,NCK,10754,"Deselection of cutter radius compensation with G40 can only be performed in blocks where the G function G00 (rapid traverse) or G01 (feed) is active. In the block with G40, at least one axis in the plane G17 to G19 must be written. It is always advisable to write both axes because, as a rule, both axes are traversed when deselecting the compensation.",Channel %1 block %2 deselection of the tool radius compensation only,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Correct the NC program and put the compensation selection in a block with linear interpolation.,Siemens 840D
10755,NCK,10755,"When activating the cutter radius compensation with KONT the starting point of the approach block is within the compensation circle and therefore already violates the contour. If the cutter radius compensation is selected with G41/G42, the approach behavior (NORM or KONT) determines the compensation movement if the present actual position is behind the contour. With KONT, a circle is drawn with the cutter radius around the programmed initial point (= end point of the approach block). The tangent",Channel %1 block %2 selection of the tool radius compensation via,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Place selection of the CRC such that the starting point of the approach movements comes to rest outside of the correction circle around the target point (programmed traversing movements > compensation radius). The following possibilities are available: - Selection in the previous block - Insert intermediate block - Select approach behavior NORM,Siemens 840D
10756,NCK,10756,"On deselection of the cutter radius compensation, the programmed end point is within the compensation circle. If this point were in fact to be approached without compensation, there would be a contour violation. If the cutter radius compensation is deselected via G40, the approach behavior (NORM or KONT) determines the compensation movement if the programmed end point is behind the contour. With KONT, a circle is drawn with the cutter radius about the last point at which the compensation is sti",Channel %1 block %2 deselection of the tool radius compensation via,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Place deselection of the CRC such that the programmed end point comes to rest outside the compensation circle around the last active compensation point. The following possibilities are available: - Deselection in the next block - Insert intermediate block - Select retract behavior NORM,Siemens 840D
10757,NCK,10757,"In order to change the compensation plane (G17, G18 or G19) it is first necessary to deselect the cutter radius compensation with G40.",Channel %1 block %2 changing the compensation plane while tool,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,"Insert an intermediate block in the part program using the correction deselection. After the plane change, the cutter radius compensation is to be selected in an approach block with linear interpolation.",Siemens 840D
10758,NCK,10758,"The current cutter radius compensation (the cutter used) is too large for the programmed path radius. In a block with variable tool radius compensation, a compensation must be possible either anywhere or nowhere on the contour with the smallest and the largest compensation value from the programmed range. There must be no point on the contour in which the curvature radius is within the variable compensation range. If the compensation value varies its sign within a block, both sides of the conto",Channel %1 block %2 curvature radius with variable compensation value,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Use smaller cutters or allow for a part of the cutter radius at the time of contour programming.,Siemens 840D
10759,NCK,10759,"In a block with spline or polynomial interpolation, the corrected path runs in at least one point parallel to the tool orientation, i.e. the path has a tangent perpendicular to the compensation plane. The tangent at a point on a path is regarded as parallel to the tool orientation if the angle between the two directions is less than the limit value defined by machine data $MC_CUTCOM_PARALLEL_ORI_LIMIT. However, in circumferential milling, straight lines running parallel to the tool orientation a",Channel %1 block %2 path is parallel to tool orientation,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,"Do not use splines or polynomials when writing the contour section, but straight lines and circles instead. Divide up the tool piece geometry and deselect the cutter radius compensation between the various sections.",Siemens 840D
10760,NCK,10760,"With active tool radius compensation a helix is only permissible if the helix axis is parallel to the tool, i.e. the circle plane and the compensation plane must be identical.",Channel %1 block %2 helical axis is not parallel to tool orientation,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Orient helix axis perpendicular to the machining plane.,Siemens 840D
10761,NCK,10761,"When machining the inside of an ellipse, in parts of the ellipse the curvature radii are greater than or smaller than the cutter radius compensation. In ellipses, in this case the block would be split up into 4 subblocks with curvature radii that are greater than and less than the compensation radius. Over several revolutions, there would be a tremendous increase in the amount of calculation required by the unlimited number of resulting subblocks, and therefore this situation is rejected by the ",Channel %1 block %2 tool radius compensation for ellipse with more,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Use cutter with smaller radius or program motion block on blocks with no more than one revolution.,Siemens 840D
10762,NCK,10762,The maximum permissible number of empty blocks is limited by a machine data.,Channel %1 block %2 too many empty blocks between two traversing,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,"- Modify part program - Modify machine data - Check whether SBL2 is activated. With SBL2, a block is generated from each part program line which can lead to exceeding the maximum permissible number of empty blocks between two traversing blocks.",Siemens 840D
10763,NCK,10763,"Due to the collision monitoring with active tool radius compensation, the path component of the block in the compensation plane becomes zero. If the original block contains no motion information perpendicular to the compensation plane, it means that this block is excluded. The alarm can be suppressed with machine date 11410 SUPPRESS_ALARM_MASK Bit1 = 1.",Channel %1 block %2 path component of the block in the compensation,Alarm display.,- The behavior is correct at narrow locations that cannot be machined with the active tool. - Modify the part program if necessary. - Use tool with smaller radius if necessary. -,Siemens 840D
10764,NCK,10764,"This alarm occurs when, with active tool radius compensation, the starting point used for calculating the compensation is not identical to the end point of the preceding block. This situation can occur, for example, when a geometry axis is traversed between two positions as a positioning axis or when, with an active kinematic transformation (e.g. 5-axis transformation) the tool length compensation is altered.",Channel %1 block %2 discontinuous path with active tool radius,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program.,Siemens 840D
10765,NCK,10765,This alarm occurs when an attempt is made to activate the 3D tool radius compensation even though the option required for this is not fitted in the control.,Channel %1 block %2 3D tool radius compensation not possible,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Use another software version. The option cannot be activated by altering machine data because the necessary code is not physically available.,Siemens 840D
10766,NCK,10766,"This alarm occurs with 3D face milling when, at the time of block transition, the surface defined in the first block is continued in the second block with the rear side of the surface defined there. The block number in the alarm designates the second block.",Channel %1 illegal change of surface orientation between block %2 and,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program.,Siemens 840D
21082,NCK,21082,"CUTCOM_PLANE_ORI_LIMIT, i.e. in this case only the lead angle may be unequal to 0.","CUTCOM_PLANE_ORI_LIMIT, i.e. in this case only the lead angle may be unequal to 0.",Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,"Modify part program. If necessary, use another tool (ball end mill).",Siemens 840D
10768,NCK,10768,"This alarm can occur with 3D face milling: The angle between the surface normal vector of the surface to be machined and the extremal surface normal vector of the tool surface is smaller than the limit value given by the machine data 21080 CUTCOM_PARALLEL_ORI_LIMIT, or the tool is oriented such that machining would have to be performed from the rear side of the surface. In this case, the extremal surface normal vector is the vector whose direction deviates most from the direction in the tool poi",Channel %1 block %2 illegal tool orientation with 3D tool radius,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,"Modify part program. If necessary, use another tool.",Siemens 840D
10769,NCK,10769,"In 3D face milling, surface normal vector and path tangent vector must theoretically be perpendicular to one another, i.e. they must be at 90° to one another. Since both vectors can be programmed independently of each other, deviations from this angle are possible and allowed. This alarm is generated when the angle between surface normal vector and path tangent vector becomes less than the limit angle given by the machine data 21084 CUTCOM_PLANE_PATH_LIMIT.",Channel %1 block %2 Illegal surface normal vector with 3D tool radius,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Modify part program.,Siemens 840D
